instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
315393,1232,GRASIM,GRASIM INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
325121,1270,AMBUJACEM,AMBUJA CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
341249,1333,HDFCBANK,HDFC BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
345089,1348,HEROMOTOCO,HERO MOTOCORP,0.0,,0.0,0.5,1,EQ,NSE,NSE
348929,1363,HINDALCO,HINDALCO  INDUSTRIES ,0.0,,0.0,0.05,1,EQ,NSE,NSE
356865,1394,HINDUNILVR,HINDUSTAN UNILEVER,0.0,,0.0,0.1,1,EQ,NSE,NSE
359937,1406,HINDPETRO,HINDUSTAN PETROLEUM CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
364545,1424,HINDZINC,HINDUSTAN ZINC,0.0,,0.0,0.05,1,EQ,NSE,NSE
387073,1512,INDHOTEL,THE INDIAN HOTELS CO.,0.0,,0.0,0.05,1,EQ,NSE,NSE
408065,1594,INFY,INFOSYS,0.0,,0.0,0.1,1,EQ,NSE,NSE
415745,1624,IOC,INDIAN OIL CORP,0.0,,0.0,0.01,1,EQ,NSE,NSE
424961,1660,ITC,ITC,0.0,,0.0,0.05,1,EQ,NSE,NSE
486657,1901,CUMMINSIND,CUMMINS INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE
492033,1922,KOTAKBANK,KOTAK MAHINDRA BANK,0.0,,0.0,0.1,1,EQ,NSE,NSE
502785,1964,TRENT,TRENT,0.0,,0.0,0.5,1,EQ,NSE,NSE
511233,1997,LICHSGFIN,LIC HOUSING FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
519425,2029,IRFC,INDIAN RAILWAY FIN CORP L,0.0,,0.0,0.01,1,EQ,NSE,NSE
519937,2031,M&M,MAHINDRA & MAHINDRA,0.0,,0.0,0.1,1,EQ,NSE,NSE
548353,2142,MFSL,MAX FINANCIAL SERV,0.0,,0.0,0.1,1,EQ,NSE,NSE
548865,2144,BDL,BHARAT DYNAMICS,0.0,,0.0,0.1,1,EQ,NSE,NSE
558337,2181,BOSCHLTD,BOSCH,0.0,,0.0,5.0,1,EQ,NSE,NSE
579329,2263,BANDHANBNK,BANDHAN BANK,0.0,,0.0,0.01,1,EQ,NSE,NSE
589569,2303,HAL,HINDUSTAN AERONAUTICS,0.0,,0.0,0.1,1,EQ,NSE,NSE
593665,2319,NCC,NCC,0.0,,0.0,0.01,1,EQ,NSE,NSE
633601,2475,ONGC,OIL AND NATURAL GAS CORP.,0.0,,0.0,0.01,1,EQ,NSE,NSE
681985,2664,PIDILITIND,PIDILITE INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
738561,2885,RELIANCE,RELIANCE INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
756481,2955,KALYANKJIL,KALYAN JEWELLERS IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
758529,2963,SAIL,STEEL AUTHORITY OF INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE
779521,3045,SBIN,STATE BANK OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
784129,3063,VEDL,VEDANTA,0.0,,0.0,0.05,1,EQ,NSE,NSE
794369,3103,SHREECEM,SHREE CEMENT,0.0,,0.0,5.0,1,EQ,NSE,NSE
806401,3150,SIEMENS,SIEMENS,0.0,,0.0,0.1,1,EQ,NSE,NSE
824321,3220,LODHA,LODHA DEVELOPERS,0.0,,0.0,0.1,1,EQ,NSE,NSE
837889,3273,SRF,SRF,0.0,,0.0,0.1,1,EQ,NSE,NSE
857857,3351,SUNPHARMA,SUN PHARMACEUTICAL IND L,0.0,,0.0,0.1,1,EQ,NSE,NSE
860929,3363,SUPREMEIND,SUPREME INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
871681,3405,TATACHEM,TATA CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
873217,3411,TATAELXSI,TATA ELXSI,0.0,,0.0,0.5,1,EQ,NSE,NSE
877057,3426,TATAPOWER,TATA POWER CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
878593,3432,TATACONSUM,TATA CONSUMER PRODUCT,0.0,,0.0,0.1,1,EQ,NSE,NSE
884737,3456,TATAMOTORS,TATA MOTORS,0.0,,0.0,0.05,1,EQ,NSE,NSE
895745,3499,TATASTEEL,TATA STEEL,0.0,,0.0,0.01,1,EQ,NSE,NSE
897537,3506,TITAN,TITAN COMPANY,0.0,,0.0,0.1,1,EQ,NSE,NSE
900609,3518,TORNTPHARM,TORRENT PHARMACEUTICALS L,0.0,,0.0,0.1,1,EQ,NSE,NSE
912129,3563,ADANIGREEN,ADANI GREEN ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
951809,3718,VOLTAS,VOLTAS,0.0,,0.0,0.1,1,EQ,NSE,NSE
969473,3787,WIPRO,WIPRO,0.0,,0.0,0.01,1,EQ,NSE,NSE
1041153,4067,MARICO,MARICO,0.0,,0.0,0.05,1,EQ,NSE,NSE
1076225,4204,MOTHERSON,SAMVRDHNA MTHRSN INTL,0.0,,0.0,0.01,1,EQ,NSE,NSE
1086465,4244,HDFCAMC,HDFC AMC,0.0,,0.0,0.5,1,EQ,NSE,NSE
1102337,4306,SHRIRAMFIN,SHRIRAM FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1152769,4503,MPHASIS,MPHASIS,0.0,,0.0,0.1,1,EQ,NSE,NSE
1195009,4668,BANKBARODA,BANK OF BARODA,0.0,,0.0,0.01,1,EQ,NSE,NSE
1199105,4684,SONACOMS,SONA BLW PRECISION FRGS L,0.0,,0.0,0.05,1,EQ,NSE,NSE
1207553,4717,GAIL,GAIL (INDIA),0.0,,0.0,0.01,1,EQ,NSE,NSE
1214721,4745,BANKINDIA,BANK OF INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE
1215745,4749,CONCOR,CONTAINER CORP OF IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
1270529,4963,ICICIBANK,ICICI BANK,0.0,,0.0,0.1,1,EQ,NSE,NSE
1304833,5097,ETERNAL,ETERNAL - ZOMATO,0.0,,0.0,0.05,1,EQ,NSE,NSE
1346049,5258,INDUSINDBK,INDUSIND BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
1471489,5748,CYIENT,CYIENT,0.0,,0.0,0.1,1,EQ,NSE,NSE
1510401,5900,AXISBANK,AXIS BANK,0.0,,0.0,0.1,1,EQ,NSE,NSE
1629185,6364,NATIONALUM,NATIONAL ALUMINIUM CO,0.0,,0.0,0.01,1,EQ,NSE,NSE
1675521,6545,NYKAA,FSN E COMMERCE VENTURES,0.0,,0.0,0.01,1,EQ,NSE,NSE
1703937,6656,POLICYBZR,PB FINTECH,0.0,,0.0,0.1,1,EQ,NSE,NSE
1716481,6705,PAYTM,ONE 97 COMMUNICATIONS,0.0,,0.0,0.1,1,EQ,NSE,NSE
1723649,6733,JINDALSTEL,JINDAL STEEL,0.0,,0.0,0.05,1,EQ,NSE,NSE
1850625,7229,HCLTECH,HCL TECHNOLOGIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
1895937,7406,GLENMARK,GLENMARK PHARMACEUTICALS,0.0,,0.0,0.1,1,EQ,NSE,NSE
2010113,7852,INOXWIND,INOX WIND,0.0,,0.0,0.01,1,EQ,NSE,NSE
2029825,7929,ZYDUSLIFE,ZYDUS LIFESCIENCES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2067201,8075,DALBHARAT,DALMIA BHARAT,0.0,,0.0,0.1,1,EQ,NSE,NSE
2127617,8311,BLUESTARCO,BLUE STAR,0.0,,0.0,0.1,1,EQ,NSE,NSE
2170625,8479,TVSMOTOR,TVS MOTOR COMPANY ,0.0,,0.0,0.1,1,EQ,NSE,NSE
2426881,9480,LICI,LIFE INSURA CORP OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2445313,9552,RVNL,RAIL VIKAS NIGAM,0.0,,0.0,0.05,1,EQ,NSE,NSE
2455041,9590,POLYCAB,POLYCAB INDIA,0.0,,0.0,0.5,1,EQ,NSE,NSE
2457345,9599,DELHIVERY,DELHIVERY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2478849,9683,KPITTECH,KPIT TECHNOLOGIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
2513665,9819,HAVELLS,HAVELLS INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE
2585345,10099,GODREJCP,GODREJ CONSUMER PRODUCTS,0.0,,0.0,0.1,1,EQ,NSE,NSE
2615553,10217,ADANIENSOL,ADANI ENERGY SOLUTION,0.0,,0.0,0.05,1,EQ,NSE,NSE
2622209,10243,SYNGENE,SYNGENE INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2672641,10440,LUPIN,LUPIN,0.0,,0.0,0.1,1,EQ,NSE,NSE
2674433,10447,UNITDSPR,UNITED SPIRITS,0.0,,0.0,0.1,1,EQ,NSE,NSE
2714625,10604,BHARTIARTL,BHARTI AIRTEL,0.0,,0.0,0.1,1,EQ,NSE,NSE
2730497,10666,PNB,PUNJAB NATIONAL BANK,0.0,,0.0,0.01,1,EQ,NSE,NSE
2748929,10738,OFSS,ORACLE FIN SERV SOFT,0.0,,0.0,0.5,1,EQ,NSE,NSE
2752769,10753,UNIONBANK,UNION BANK OF INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE
2763265,10794,CANBK,CANARA BANK,0.0,,0.0,0.01,1,EQ,NSE,NSE
2800641,10940,DIVISLAB,DIVI S LABORATORIES,0.0,,0.0,0.5,1,EQ,NSE,NSE
2815745,10999,MARUTI,MARUTI SUZUKI INDIA,0.0,,0.0,1.0,1,EQ,NSE,NSE
2863105,11184,IDFCFIRSTB,IDFC FIRST BANK,0.0,,0.0,0.01,1,EQ,NSE,NSE
2865921,11195,INDIGO,INTERGLOBE AVIATION,0.0,,0.0,0.5,1,EQ,NSE,NSE
2883073,11262,IGL,INDRAPRASTHA GAS,0.0,,0.0,0.01,1,EQ,NSE,NSE
2889473,11287,UPL,UPL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2905857,11351,PETRONET,PETRONET LNG,0.0,,0.0,0.05,1,EQ,NSE,NSE
2911489,11373,BIOCON,BIOCON,0.0,,0.0,0.05,1,EQ,NSE,NSE
2939649,11483,LT,LARSEN & TOUBRO,0.0,,0.0,0.1,1,EQ,NSE,NSE
2952193,11532,ULTRACEMCO,ULTRATECH CEMENT,0.0,,0.0,1.0,1,EQ,NSE,NSE
2953217,11536,TCS,TATA CONSULTANCY SERV LT,0.0,,0.0,0.1,1,EQ,NSE,NSE
2955009,11543,COFORGE,COFORGE,0.0,,0.0,0.1,1,EQ,NSE,NSE
2962177,11571,PPLPHARMA,PIRAMAL PHARMA,0.0,,0.0,0.01,1,EQ,NSE,NSE
2977281,11630,NTPC,NTPC,0.0,,0.0,0.05,1,EQ,NSE,NSE
2995969,11703,ALKEM,ALKEM LABORATORIES,0.0,,0.0,0.5,1,EQ,NSE,NSE
3001089,11723,JSWSTEEL,JSW STEEL,0.0,,0.0,0.1,1,EQ,NSE,NSE
3023105,11809,IIFL,IIFL FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
3050241,11915,YESBANK,YES BANK,0.0,,0.0,0.01,1,EQ,NSE,NSE
3076609,12018,SUZLON,SUZLON ENERGY,0.0,,0.0,0.01,1,EQ,NSE,NSE
3095553,12092,KAYNES,KAYNES TECHNOLOGY IND,0.0,,0.0,0.5,1,EQ,NSE,NSE
3343617,13061,360ONE,360 ONE WAM,0.0,,0.0,0.1,1,EQ,NSE,NSE
3407361,13310,KEI,KEI INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
3412993,13332,SOLARINDS,SOLAR INDUSTRIES (I),0.0,,0.0,1.0,1,EQ,NSE,NSE
3419905,13359,KFINTECH,KFIN TECHNOLOGIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
3463169,13528,GMRAIRPORT,GMR AIRPORTS,0.0,,0.0,0.01,1,EQ,NSE,NSE
3465729,13538,TECHM,TECH MAHINDRA,0.0,,0.0,0.1,1,EQ,NSE,NSE
3484417,13611,IRCTC,INDIAN RAIL TOUR CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
3520257,13751,NAUKRI,INFO EDGE (I),0.0,,0.0,0.1,1,EQ,NSE,NSE
3529217,13786,TORNTPOWER,TORRENT POWER,0.0,,0.0,0.1,1,EQ,NSE,NSE
3623425,14154,UNOMINDA,UNO MINDA,0.0,,0.0,0.1,1,EQ,NSE,NSE
3660545,14299,PFC,POWER FIN CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
3663105,14309,INDIANB,INDIAN BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
3677697,14366,IDEA,VODAFONE IDEA,0.0,,0.0,0.01,1,EQ,NSE,NSE
3689729,14413,PAGEIND,PAGE INDUSTRIES,0.0,,0.0,5.0,1,EQ,NSE,NSE
3691009,14418,ASTRAL,ASTRAL,0.0,,0.0,0.1,1,EQ,NSE,NSE
3725313,14552,PHOENIXLTD,THE PHOENIX MILLS,0.0,,0.0,0.1,1,EQ,NSE,NSE
3735553,14592,FORTIS,FORTIS HEALTHCARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
3771393,14732,DLF,DLF,0.0,,0.0,0.05,1,EQ,NSE,NSE
3834113,14977,POWERGRID,POWER GRID CORP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3861249,15083,ADANIPORTS,ADANI PORT & SEZ,0.0,,0.0,0.1,1,EQ,NSE,NSE
3876097,15141,COLPAL,COLGATE PALMOLIVE,0.0,,0.0,0.1,1,EQ,NSE,NSE
3924993,15332,NMDC,NMDC,0.0,,0.0,0.01,1,EQ,NSE,NSE
3930881,15355,RECLTD,REC,0.0,,0.0,0.05,1,EQ,NSE,NSE
3937281,15380,MANKIND,MANKIND PHARMA,0.0,,0.0,0.1,1,EQ,NSE,NSE
3945985,15414,TITAGARH,TITAGARH RAIL SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4267265,16669,BAJAJ-AUTO,BAJAJ AUTO,0.0,,0.0,0.5,1,EQ,NSE,NSE
4268801,16675,BAJAJFINSV,BAJAJ FINSERV,0.0,,0.0,0.1,1,EQ,NSE,NSE
4359425,17029,PATANJALI,PATANJALI FOODS,0.0,,0.0,0.1,1,EQ,NSE,NSE
4376065,17094,CROMPTON,CROMPT GREA CON ELEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
4454401,17400,NHPC,NHPC,0.0,,0.0,0.01,1,EQ,NSE,NSE
4464129,17438,OIL,OIL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4561409,17818,LTIM,LTIMINDTREE,0.0,,0.0,0.5,1,EQ,NSE,NSE
4574465,17869,JSWENERGY,JSW ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
4576001,17875,GODREJPROP,GODREJ PROPERTIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
4598529,17963,NESTLEIND,NESTLE INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE
4600577,17971,SBICARD,SBI CARDS & PAY SER,0.0,,0.0,0.05,1,EQ,NSE,NSE
4632577,18096,JUBLFOOD,JUBILANT FOODWORKS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4644609,18143,JIOFIN,JIO FIN SERVICES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4701441,18365,PERSISTENT,PERSISTENT SYSTEMS,0.0,,0.0,0.5,1,EQ,NSE,NSE
4708097,18391,RBLBANK,RBL BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
4774913,18652,ICICIPRULI,ICICI PRU LIFE INS CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
4792577,18721,NUVAMA,NUVAMA WEALTH MANAGE,0.0,,0.0,0.5,1,EQ,NSE,NSE
4840449,18908,PNBHOUSING,PNB HOUSING FIN,0.0,,0.0,0.05,1,EQ,NSE,NSE
4843777,18921,VBL,VARUN BEVERAGES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4879617,19061,MANAPPURAM,MANAPPURAM FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4923905,19234,LAURUSLABS,LAURUS LABS,0.0,,0.0,0.05,1,EQ,NSE,NSE
5013761,19585,BSE,BSE,0.0,,0.0,0.1,1,EQ,NSE,NSE
5097729,19913,DMART,AVENUE SUPERMARTS,0.0,,0.0,0.1,1,EQ,NSE,NSE
5181953,20242,OBEROIRLTY,OBEROI REALTY,0.0,,0.0,0.1,1,EQ,NSE,NSE
5186817,20261,IREDA,INDIAN RENEWABLE ENERGY,0.0,,0.0,0.01,1,EQ,NSE,NSE
5195009,20293,TATATECH,TATA TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5197313,20302,PRESTIGE,PRESTIGE ESTATE,0.0,,0.0,0.1,1,EQ,NSE,NSE
5215745,20374,COALINDIA,COAL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5331201,20825,HUDCO,HSG & URBAN DEV CORPN,0.0,,0.0,0.01,1,EQ,NSE,NSE
5420545,21174,CDSL,CENTRAL DEPO SER (I),0.0,,0.0,0.1,1,EQ,NSE,NSE
5436929,21238,AUBANK,AU SMALL FINANCE BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
5552641,21690,DIXON,DIXON TECHNO (INDIA),0.0,,0.0,1.0,1,EQ,NSE,NSE
5573121,21770,ICICIGI,ICICI LOMBARD GIC,0.0,,0.0,0.1,1,EQ,NSE,NSE
5582849,21808,SBILIFE,SBI LIFE INSURANCE CO,0.0,,0.0,0.1,1,EQ,NSE,NSE
5619457,21951,HFCL,HFCL,0.0,,0.0,0.01,1,EQ,NSE,NSE
5728513,22377,MAXHEALTH,MAX HEALTHCARE INS,0.0,,0.0,0.1,1,EQ,NSE,NSE
6054401,23650,MUTHOOTFIN,MUTHOOT FINANCE,0.0,,0.0,0.1,1,EQ,NSE,NSE
6191105,24184,PIIND,PI INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
6386689,24948,LTF,L&T FINANCE,0.0,,0.0,0.01,1,EQ,NSE,NSE
6491649,25358,PGEL,PG ELECTROPLAST,0.0,,0.0,0.05,1,EQ,NSE,NSE
6599681,25780,APLAPOLLO,APL APOLLO TUBES,0.0,,0.0,0.1,1,EQ,NSE,NSE
7458561,29135,INDUSTOWER,INDUS TOWERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
7712001,30125,SAMMAANCAP,SAMMAAN CAPITAL,0.0,,0.0,0.01,1,EQ,NSE,NSE
7982337,31181,MCX,MULTI COMMODITY EXCHANGE,0.0,,0.0,0.5,1,EQ,NSE,NSE
8042241,31415,NBCC,NBCC (INDIA),0.0,,0.0,0.01,1,EQ,NSE,NSE
